symbol,entry_price,exit_price,Side,stop_loss,Final Balance,take_profit,result,pnl,position_size
BTCUSDT,16890.6,17279.2,BUY,16806.146999999997,96075.95243809037,17044.981119742446,WIN,440.0567070569406,1.1324156126014877
BTCUSDT,16907.7,17279.2,BUY,16823.161500000002,96498.15316711621,17064.19675404656,WIN,422.2007290258352,1.1364757174315887
BTCUSDT,16936.5,17279.2,BUY,16851.8175,96888.66970938139,17089.67555732895,WIN,390.5165422651763,1.139528865670194
BTCUSDT,16956.9,17279.2,BUY,16872.1155,97256.98252891011,17106.61658894831,WIN,368.3128195287293,1.1427639451713625
BTCUSDT,17239.9,16949.2,BUY,17153.700500000003,96928.99217141206,17412.299000000003,LOST,-327.99035749806256,1.1282778035709038
BTCUSDT,17241.9,17144.6,BUY,17155.6905,96819.59366036305,17414.319000000003,LOST,-109.39851104899896,1.1243423540492876
BTCUSDT,17186.2,17060.0,BUY,17100.269,96677.40245206875,17358.062,LOST,-142.1912082943046,1.126713219447732
BTCUSDT,17174.6,17060.0,BUY,17088.727,96548.38366477814,17346.345999999998,LOST,-129.0187872906145,1.125818388225272
BTCUSDT,17194.9,17060.0,BUY,17108.9255,96396.8925022081,17366.849000000002,LOST,-151.49116257004937,1.1229886031879002
BTCUSDT,17216.0,17060.0,BUY,17129.92,96222.19553159535,17388.16,LOST,-174.69697061273772,1.1198523757226777
BTCUSDT,17197.1,17060.0,BUY,17111.1145,96068.77358245995,17369.071,LOST,-153.4219491353959,1.119051416013111
BTCUSDT,17226.8,17060.0,BUY,17140.665999999997,95882.73471936809,17399.068,LOST,-186.03886309185975,1.1153409058265022
BTCUSDT,17207.3,17060.0,BUY,17121.2635,95718.57733472131,17379.373,LOST,-164.1573846467819,1.1144425298491698
BTCUSDT,17194.0,17060.0,BUY,17108.03,95569.38239040524,17365.94,LOST,-149.1949443160714,1.1133951068363537
BTCUSDT,17214.9,17060.0,BUY,17128.825500000003,95397.39536367521,17387.049000000003,LOST,-171.98702673002933,1.1103100499033423
BTCUSDT,17210.1,17060.0,BUY,17124.049499999997,95230.99134459237,17382.200999999997,LOST,-166.40401908283522,1.1086210465212314
BTCUSDT,17208.0,17060.0,BUY,17121.96,95067.18164306982,17372.933428813925,LOST,-163.80970152254383,1.1068223075847556
BTCUSDT,17203.7,17060.0,BUY,17117.681500000002,94908.3651791451,17361.1560410415,LOST,-158.81646392472786,1.1051945993370011
BTCUSDT,17196.3,17060.0,BUY,17110.318499999998,94757.91409171445,17345.473466681393,LOST,-150.45108743063807,1.1038230919342544
BTCUSDT,17231.8,17060.0,BUY,17145.641,94568.96796140936,17380.08607620415,LOST,-188.9461303050926,1.0998028539295308
BTCUSDT,17207.7,17060.0,BUY,17121.661500000002,94406.62393439935,17357.108499332426,LOST,-162.34402701000403,1.0991471023019852
BTCUSDT,17231.9,17060.0,BUY,17145.7405,94218.26979290221,17378.743606522967,LOST,-188.3541414971464,1.0957192640904294
BTCUSDT,17250.4,17060.0,BUY,17164.148,94010.2843714793,17422.629777485614,LOST,-207.98542142290862,1.0923604066329151
BTCUSDT,17143.3,17052.0,BUY,17057.5835,93910.15033703884,17314.733,LOST,-100.13403444046354,1.096758318077375
BTCUSDT,17146.8,17052.0,BUY,17061.066,93806.30959413694,17318.268,LOST,-103.84074290189673,1.095366486306936
BTCUSDT,17170.4,17052.0,BUY,17084.548000000003,93676.9396661685,17342.104000000003,LOST,-129.36992796843347,1.0926514186522962
BTCUSDT,17148.5,17052.0,BUY,17062.7575,93571.50974894209,17319.985,LOST,-105.4299172264077,1.0925380023461937
BTCUSDT,17156.5,17052.0,BUY,17070.7175,93457.52119919402,17328.065,LOST,-113.9885497480774,1.0907995191203579
BTCUSDT,17138.2,17052.0,BUY,17052.509000000002,93363.50854527038,17309.582000000002,LOST,-94.01265392363949,1.0906340362371079
BTCUSDT,17134.9,17093.9,BUY,17049.2255,93318.82892822732,17303.348611289523,LOST,-44.67961704306515,1.0897467571479305
BTCUSDT,17092.4,17265.0,BUY,17006.938000000002,93507.29666678963,17258.33442476884,WIN,188.4677385623072,1.0919335953783824
BTCUSDT,17105.2,17091.8,BUY,17019.674,93492.64617716851,17271.067680142496,LOST,-14.650489621110738,1.0933201209782946
BTCUSDT,17123.2,17077.3,BUY,17037.584,93442.52339101251,17281.702131560887,LOST,-50.12278615600088,1.091999698387784
BTCUSDT,17122.0,16920.0,BUY,17036.39,93222.04225884355,17276.323407877968,LOST,-220.48113216895837,1.091490753311675
BTCUSDT,17145.3,16920.0,BUY,17059.5735,92977.04303315583,17297.100307315253,LOST,-244.99922568770893,1.0874355334563237
BTCUSDT,17143.9,16920.0,BUY,17058.180500000002,92734.18627436555,17288.05385679274,LOST,-242.85675879028372,1.0846661848605723
BTCUSDT,17133.3,16920.0,BUY,17048.41070835833,92503.28852632726,17274.782152736112,LOST,-230.89774803828925,1.0825023349193157
BTCUSDT,17140.0,16920.0,BUY,17058.60280061845,92265.82384166225,17275.661998969248,LOST,-237.4646846650175,1.079384930295534
BTCUSDT,17143.0,17060.0,BUY,17065.124029145703,92176.48051343665,17272.79328475716,LOST,-89.34332822560773,1.0764256412723823
BTCUSDT,17140.4,16920.0,BUY,17054.698,91939.4300793142,17285.885092595672,LOST,-237.0504341224425,1.0755464343123455
BTCUSDT,17133.2,16920.0,BUY,17047.534,91710.61717229264,17269.5004114728,LOST,-228.81290702157045,1.073231271208113
BTCUSDT,17137.0,16920.0,BUY,17051.315,91478.35710429489,17270.44323922474,LOST,-232.26006799775345,1.0703228939988638
BTCUSDT,17149.7,17060.0,BUY,17066.265987166844,91382.66320140148,17274.851019249738,LOST,-95.69390289340707,1.066821659904195
BTCUSDT,17200.3,17105.4,BUY,17114.2985,91281.82525394925,17330.697052312273,LOST,-100.83794745222819,1.0625705737853584
BTCUSDT,17177.0,17081.0,BUY,17091.47688922982,91179.79282425398,17305.284666155272,LOST,-102.03242969528006,1.062837809325834
BTCUSDT,17120.0,16920.0,BUY,17036.416532235093,90966.75592513189,17245.37520164736,LOST,-213.03689912208876,1.0651844956104437
BTCUSDT,17134.4,16920.0,BUY,17053.44392278973,90739.10543873787,17255.834115815407,LOST,-227.65048639401917,1.0618026417631419
BTCUSDT,17156.6,17060.0,BUY,17077.32649973332,90636.92438205551,17275.510250400017,LOST,-102.18105668234904,1.0577749138959687
BTCUSDT,17138.3,17060.0,BUY,17061.76032118094,90554.1055356225,17253.10951822859,LOST,-82.81884643301706,1.057711959553229
BTCUSDT,17147.7,17060.0,BUY,17072.298869668015,90461.47976009022,17260.801695497976,LOST,-92.62577553227732,1.0561661976314316
BTCUSDT,17164.4,17081.1,BUY,17092.323515172935,90373.67661795866,17272.514727240603,LOST,-87.80314213157207,1.0540593293105522
BTCUSDT,17163.1,17081.1,BUY,17091.457549803436,90287.32110546182,17270.56367529484,LOST,-86.35551249684045,1.0531160060590299
BTCUSDT,17166.9,17081.1,BUY,17096.155234269292,90197.07007410673,17273.017148596064,LOST,-90.25103135509481,1.0518768223204167
BTCUSDT,17156.7,17081.1,BUY,17090.336400977092,90117.58044617591,17256.245398534364,LOST,-79.48962793081029,1.0514501049048677
BTCUSDT,17148.6,17081.1,BUY,17084.606118500276,90046.63661775707,17244.59082224958,LOST,-70.94382841884322,1.051019680279159
BTCUSDT,17153.7,17081.1,BUY,17092.869561359934,89970.41532650855,17244.9456579601,LOST,-76.22129124852782,1.0498800447455308
BTCUSDT,17167.9,17081.1,BUY,17109.371735548513,89879.43818835722,17255.692396677234,LOST,-90.9771381513313,1.0481237114208324
BTCUSDT,17197.1,17124.9,BUY,17135.13804015219,89803.96854013515,17290.042939771716,LOST,-75.46964822207384,1.0452859864553585
BTCUSDT,17091.8,16920.0,BUY,17006.341,89623.43375977034,17220.513234142545,LOST,-180.5347803647966,1.0508427262211721
BTCUSDT,17077.3,16920.0,BUY,16991.9135,89458.32843128854,17209.998003132365,LOST,-165.10532848180694,1.0496206515054527
BTCUSDT,16943.5,17078.6,BUY,16864.897355688547,89600.98868650224,17074.50440718576,WIN,142.66025521370378,1.0559604382953762
BTCUSDT,16946.1,16865.0,BUY,16867.41183028222,89515.22688664887,17077.246949529632,LOST,-85.76179985336097,1.0574821190303638
BTCUSDT,16893.7,17050.0,BUY,16811.57884240492,89680.86531946564,17030.5685959918,WIN,165.63843281676785,1.059746851034988
BTCUSDT,16909.0,17050.0,BUY,16828.42678223314,89830.43066348415,17043.2886962781,WIN,149.56534401850675,1.0607471206986294
BTCUSDT,16924.5,17117.5,BUY,16846.33915493077,90035.30848106284,17054.76807511538,WIN,204.877817578687,1.0615430962626269
BTCUSDT,16938.1,17117.5,BUY,16862.972072435714,90226.03039605333,17063.313212607136,WIN,190.72191499049842,1.063109894038444
BTCUSDT,16916.2,17117.5,BUY,16831.619000000002,90440.76538285564,17058.642038350652,WIN,214.73498680230156,1.0667411167526197
BTCUSDT,16928.2,17117.5,BUY,16843.559,90643.03658578299,17068.39617846846,WIN,202.271202927358,1.06852193833787
BTCUSDT,16978.7,17117.5,BUY,16893.806500000002,90791.23701900941,17117.38139878148,WIN,148.20043322641445,1.0677264641672566
BTCUSDT,17007.5,17216.7,BUY,16922.4625,91014.59173645027,17156.61430993851,WIN,223.3547174408565,1.067661173235448
BTCUSDT,16992.0,17216.7,BUY,16907.04,91255.30476332386,17134.74346112045,WIN,240.71302687359278,1.071264027029782
BTCUSDT,17016.7,17216.7,BUY,16931.6165,91469.8124052599,17151.84410678243,WIN,214.5076419360366,1.072538209680183
BTCUSDT,17167.5,17076.0,BUY,17090.416763374455,91372.30854232026,17295.97206104258,LOST,-97.50386293963922,1.0656159884113576
BTCUSDT,17149.2,17512.9,BUY,17072.32985170485,91759.87307730547,17277.316913825252,WIN,387.5645349852115,1.0656159884113574
BTCUSDT,17200.0,17114.6,BUY,17118.688433725933,91668.75338938917,17335.519277123447,LOST,-91.11968791630258,1.0669752683407614
BTCUSDT,17148.5,17512.9,BUY,17063.246402745506,92058.33957751167,17290.589328757487,WIN,389.586188122501,1.0691168719058712
BTCUSDT,17135.6,17512.9,BUY,17053.66094540654,92463.73666337496,17272.165090989096,WIN,405.3970858632954,1.0744688202048562
BTCUSDT,17144.0,17512.9,BUY,17064.23873502036,92861.6586472191,17276.935441632733,WIN,397.9219838441339,1.0786716829605105
BTCUSDT,17143.2,17512.9,BUY,17065.70739680462,93262.17844751166,17272.354338658966,WIN,400.5198002925587,1.0833643502638841
BTCUSDT,17161.2,17076.0,BUY,17083.78901131858,93169.57492790082,17290.21831446904,LOST,-92.60351961084376,1.0868957700803166
BTCUSDT,17179.2,17076.0,BUY,17103.846939081537,93057.63607006623,17304.78843486411,LOST,-111.93885783458404,1.0846788549862718
BTCUSDT,17143.7,17512.9,BUY,17066.604300575713,93458.44662131327,17272.192832373818,WIN,400.81055124702976,1.0856190445477492
BTCUSDT,17157.0,17512.9,BUY,17075.20042196316,93846.1817865814,17293.3326300614,WIN,387.73516526811835,1.089449747873326
BTCUSDT,17149.5,17512.9,BUY,17070.18967753722,94243.90419786153,17281.6838707713,WIN,397.72241128014014,1.0944480222348336
BTCUSDT,17430.6,17147.2,BUY,17343.447,93937.44633123992,17604.906,LOST,-306.45786662161663,1.0813615618264607
BTCUSDT,17385.0,18100.0,BUY,17298.075,94710.12708047013,17558.85,WIN,772.6807492302162,1.0806723765457569
BTCUSDT,17436.8,18100.0,BUY,17349.615999999998,95430.57757918283,17611.167999999998,WIN,720.450498712698,1.0863246361771672
BTCUSDT,17416.8,18100.0,BUY,17329.716,96179.2589741819,17590.968,WIN,748.681394999056,1.0958451331953385
BTCUSDT,17896.0,17390.3,BUY,17806.52,95635.6978290853,18074.96,LOST,-543.561145096601,1.0748687860324306
BTCUSDT,17869.0,17731.0,BUY,17779.655,95487.98137824402,18047.69,LOST,-147.71645084127562,1.0704090640672146
BTCUSDT,17749.6,17617.9,BUY,17660.852,95346.27940019927,17927.095999999998,LOST,-141.70197804473858,1.0759451635895347
BTCUSDT,17754.0,17617.9,BUY,17665.23,95200.09680893683,17931.54,LOST,-146.1825912624421,1.0740822282325029
BTCUSDT,17641.9,17446.0,BUY,17553.6905,94988.67174740863,17818.319000000003,LOST,-211.42506152818984,1.0792499312311805
BTCUSDT,17714.1,17604.0,BUY,17625.529499999997,94870.59346220769,17891.240999999998,LOST,-118.07828520093659,1.0724639891093384
BTCUSDT,17740.6,17604.0,BUY,17651.896999999997,94724.49555044668,17918.005999999998,LOST,-146.09791176101635,1.069530832803938
BTCUSDT,17747.5,17604.0,BUY,17658.7625,94571.3138052827,17924.975,LOST,-153.18174516398477,1.067468607414528
BTCUSDT,17767.3,17659.4,BUY,17678.463499999998,94456.44835291132,17944.972999999998,LOST,-114.8654523713766,1.0645547022370614
BTCUSDT,17774.9,17659.4,BUY,17686.0255,94333.69413449365,17952.649,LOST,-122.7542184176705,1.0628070858672771
BTCUSDT,17777.1,17659.4,BUY,17688.2145,94208.77976938765,17954.871,LOST,-124.914365106003,1.0612945208666618
BTCUSDT,17817.8,17704.3,BUY,17728.711,94088.75713467601,17995.978,LOST,-120.02263471164227,1.057468147239139
BTCUSDT,17781.4,17659.4,BUY,17692.493000000002,93959.64662177567,17959.214,LOST,-129.1105129003394,1.0582828926257326
BTCUSDT,17795.1,17704.3,BUY,17706.124499999998,93863.76027201358,17973.051,LOST,-95.88634976209363,1.0560170678644758
BTCUSDT,17782.4,17659.4,BUY,17693.488,93733.91005479365,17960.224000000002,LOST,-129.85021721992157,1.0556928229261917
BTCUSDT,17772.1,17659.4,BUY,17683.2395,93615.02920601185,17949.821,LOST,-118.88084878179816,1.0548433787205078
BTCUSDT,17789.4,17659.4,BUY,17700.453,93478.20667352866,17967.294,LOST,-136.82253248318145,1.0524810191013958
BTCUSDT,17787.1,17659.4,BUY,17698.1645,93343.98392791854,17964.970999999998,LOST,-134.22274561012574,1.05107866570187
BTCUSDT,17807.1,17704.3,BUY,17718.064499999997,93236.20937116545,17985.171,LOST,-107.77455675309241,1.0483906298939025
BTCUSDT,17840.5,17704.3,BUY,17751.2975,93093.85044942723,18018.905,LOST,-142.3589217382114,1.0452196897078607
BTCUSDT,17815.3,17704.3,BUY,17726.2235,92977.84434905411,17993.452999999998,LOST,-116.00610037312222,1.0451000033614615
BTCUSDT,17827.0,17704.3,BUY,17737.865,92849.85442925124,18005.27,LOST,-127.98991980287212,1.0431126308302474
BTCUSDT,17823.8,17704.3,BUY,17734.681,92725.35171261062,18002.038,LOST,-124.50271664062123,1.0418637375784203
BTCUSDT,17910.0,17814.0,BUY,17820.45,92625.94765047314,18089.1,LOST,-99.40406213747202,1.035458980598667
BTCUSDT,17889.9,17704.3,BUY,17800.450500000003,92433.75679547756,18068.799000000003,LOST,-192.19085499558986,1.0355110721745022
BTCUSDT,18055.8,17889.0,BUY,17965.521,92262.97565442054,18236.358,LOST,-170.7811410570076,1.0238677521403379
BTCUSDT,18054.8,17805.0,BUY,17964.525999999998,92007.6718978741,18235.347999999998,LOST,-255.30375654644953,1.0220326523076473
BTCUSDT,18096.9,17805.0,BUY,18006.415500000003,91710.85819578159,18277.869000000002,LOST,-296.8137020925085,1.0168335117934464
BTCUSDT,18089.3,17805.0,BUY,17998.853499999997,91422.58394542297,18270.193,LOST,-288.2742503586168,1.0139790726648525
BTCUSDT,18215.0,17805.0,BUY,18123.925,91011.01919749408,18397.15,LOST,-411.56474792888736,1.00381645836314
BTCUSDT,17789.5,17659.4,BUY,17700.5525,90877.90096935284,17967.395,LOST,-133.11822814125014,1.0231992939373684
BTCUSDT,17762.1,17659.4,BUY,17673.2895,90772.81023763133,17939.720999999998,LOST,-105.09073172149996,1.023278789888052
BTCUSDT,17827.9,17604.0,BUY,17738.7605,90544.80769989884,18006.179,LOST,-228.0025377324955,1.01832308053816
BTCUSDT,17829.7,17604.0,BUY,17740.5515,90315.57262473922,18007.997,LOST,-229.23507515961833,1.0156627167018946
BTCUSDT,17803.9,17604.0,BUY,17714.880500000003,90112.7621959266,17981.939000000002,LOST,-202.8104288126253,1.0145594237750066
BTCUSDT,17788.7,17604.0,BUY,17699.7565,89925.63410699838,17966.587,LOST,-187.1280889282264,1.0131461230548222
BTCUSDT,17631.6,17446.0,BUY,17543.442,89736.31268761207,17807.915999999997,LOST,-189.32141938631517,1.0200507510038612
BTCUSDT,17714.1,17560.0,BUY,17625.529499999997,89580.184340305,17891.240999999998,LOST,-156.1283473070705,1.0131625393061128
BTCUSDT,17724.9,17616.6,BUY,17636.2755,89470.71648475653,17902.149,LOST,-109.467855548469,1.010783523069862
BTCUSDT,17708.0,17616.6,BUY,17619.46,89378.35570446844,17885.08,LOST,-92.36078028808308,1.0105118193444378
BTCUSDT,17713.4,17616.6,BUY,17624.833000000002,89280.66892686287,17890.534000000003,LOST,-97.68677760557325,1.0091609256773793
BTCUSDT,17715.1,17616.6,BUY,17626.5245,89181.38474682103,17892.251,LOST,-99.28418004183995,1.0079612186988827
BTCUSDT,17686.0,17446.0,BUY,17597.57,88939.34548029116,17862.86,LOST,-242.03926652987727,1.0084969438744886
BTCUSDT,17621.3,17446.0,BUY,17533.193499999998,88762.38841965777,17797.513,LOST,-176.9570606333809,1.0094527132537459
BTCUSDT,17691.9,17446.0,BUY,17603.4405,88515.64644946357,17868.819000000003,LOST,-246.74197019420157,1.0034240349499801
BTCUSDT,17658.5,17446.0,BUY,17570.2075,88302.60938662685,17835.085,LOST,-213.037062836719,1.0025273545257365
BTCUSDT,17712.1,17446.0,BUY,17623.5395,88037.2842771505,17889.220999999998,LOST,-265.3251094763611,0.9970879724778751
BTCUSDT,17674.7,17446.0,BUY,17586.3265,87809.4543630452,17851.447,LOST,-227.82991410529607,0.9961955142339106
BTCUSDT,17497.8,17394.4,BUY,17410.310999999998,87705.67562993431,17672.778,LOST,-103.77873311089031,1.0036627960434479
BTCUSDT,17448.0,17355.0,BUY,17360.76,87612.179208183,17622.48,LOST,-93.49642175130549,1.0053378682936074
BTCUSDT,17424.0,17330.0,BUY,17336.88,87517.64816082799,17598.24,LOST,-94.53104735501839,1.0056494399470042
BTCUSDT,17391.7,17258.0,BUY,17304.7415,87383.08846213145,17565.617000000002,LOST,-134.5596986965365,1.0064300575657124
BTCUSDT,17392.1,17258.0,BUY,17305.139499999997,87248.33679714825,17566.020999999997,LOST,-134.7516649832016,1.0048595449903286
BTCUSDT,17395.5,17258.0,BUY,17308.5225,87110.40863975573,17569.455,LOST,-137.92815739251975,1.003113871945598
BTCUSDT,17435.1,17331.2,BUY,17347.924499999997,87006.58621880408,17609.450999999997,LOST,-103.82242095164847,0.9992533296597753
BTCUSDT,17410.2,17258.0,BUY,17323.149,86854.46387187524,17584.302,LOST,-152.12234692883533,0.9994897958530525
BTCUSDT,17388.9,17258.0,BUY,17301.9555,86723.69942650113,17562.789,LOST,-130.7644453741018,0.9989644413605832
BTCUSDT,17334.7,17159.2,BUY,17248.0265,86548.09778067685,17508.047000000002,LOST,-175.60164582428249,1.0005791784859401
BTCUSDT,17351.8,17159.2,BUY,17265.040999999997,86355.96597149788,17525.318,LOST,-192.13180917896975,0.9975691026945546
BTCUSDT,17418.2,17159.2,BUY,17331.109,86099.15188982907,17592.382,LOST,-256.8140816688056,0.9915601608834194
BTCUSDT,17378.7,17159.2,BUY,17291.806500000002,85881.65847732045,17552.487,LOST,-217.49341250861664,0.9908583713376612
BTCUSDT,17393.2,17159.2,BUY,17306.234,85650.57612233468,17567.132,LOST,-231.08235498577588,0.9875314315631448
BTCUSDT,17418.9,17159.2,BUY,17331.805500000002,85395.18164140913,17593.089,LOST,-255.3944809255507,0.9834211818465537
BTCUSDT,17382.0,17159.2,BUY,17295.09,85176.26498659719,17555.82,LOST,-218.91665481194218,0.9825702639674277
BTCUSDT,17402.9,17159.2,BUY,17315.8855,84937.71329949638,17576.929,LOST,-238.5516871008142,0.9788743828511017
BTCUSDT,17415.1,17159.2,BUY,17328.0245,84688.09588893496,17589.251,LOST,-249.61741056142012,0.9754490447886762
BTCUSDT,17496.6,17159.2,BUY,17409.117,84361.47513344044,17671.566,LOST,-326.6207554945129,0.9680520316968435
BTCUSDT,17215.0,16930.9,BUY,17128.925,84083.0308106358,17387.15,LOST,-278.44432280465065,0.9800926533074695
BTCUSDT,17029.1,16930.9,BUY,16943.9545,83986.05617750071,17199.391,LOST,-96.97463313509452,0.987521722353334
BTCUSDT,16984.1,16870.6,BUY,16899.1795,83873.80510295279,17153.941,LOST,-112.25107454791636,0.9889962515234921
BTCUSDT,17018.6,16925.0,BUY,16933.506999999998,83781.54618438562,17188.786,LOST,-92.25891856717074,0.9856722069142326
BTCUSDT,17025.1,16925.0,BUY,16939.9745,83683.02655427411,17195.351,LOST,-98.51963011150454,0.9842120890260337
BTCUSDT,16938.9,16700.0,BUY,16854.2055,83446.97964398105,17108.289,LOST,-236.0469102930675,0.9880573892551949
BTCUSDT,17019.2,16870.6,BUY,16934.104,83301.2592672877,17189.392,LOST,-145.72037669333181,0.9806216466576695
BTCUSDT,16961.8,16700.0,BUY,16876.990999999998,83044.11356723022,17131.417999999998,LOST,-257.1457000574923,0.9822219253532964
BTCUSDT,16801.7,16700.0,BUY,16717.6915,82943.58104552364,16969.717,LOST,-100.53252170658176,0.988520370762842
BTCUSDT,16788.0,16675.2,BUY,16704.06,82832.12005026589,16955.88,LOST,-111.4609952577437,0.9881293905828407
BTCUSDT,16800.1,16675.2,BUY,16716.0995,82708.95730963604,16968.101,LOST,-123.16274062985376,0.9860907976769888
BTCUSDT,16856.5,16675.2,BUY,16772.2175,82531.04215571634,17025.065,LOST,-177.9151539196981,0.9813301374500761
BTCUSDT,16863.9,16675.2,BUY,16779.5805,82346.3445750288,17032.539,LOST,-184.69758068754834,0.9787895107978147
BTCUSDT,16825.6,16675.2,BUY,16741.471999999998,82199.12973307268,16993.856,LOST,-147.21484195611632,0.9788220874741917
BTCUSDT,16715.1,16521.1,BUY,16631.5245,82008.32463865845,16882.251,LOST,-190.80509441422552,0.9835314145063171
BTCUSDT,16624.1,16521.1,BUY,16540.979499999998,81906.70280724764,16790.341,LOST,-101.62183141080506,0.9866197224350005
BTCUSDT,16697.7,16593.4,BUY,16614.2115,81804.37890511985,16864.677,LOST,-102.32390212778849,0.9810537116758312
