timestamp,open,high,low,close,volume,ATR,RSI,EMA_10,MACD,bollinger_h,bollinger_l,SMA_50,SMA_200
2022-12-04 17:00:00,17005.9,17050.0,16965.1,17044.3,11683.54,61.48202428085275,60.8025046826512,16995.937027047894,13.00958640277895,17055.39321382837,16892.126786171633,16974.664,16727.047
2022-12-04 18:00:00,17044.3,17150.0,17025.5,17055.5,43209.088,65.98330826079184,62.19927924875654,17006.766658493732,17.08720347889175,17062.370490875674,16901.229509124325,16977.254,16729.3865
2022-12-04 19:00:00,17055.4,17093.9,17039.4,17077.6,11566.609,65.16307195644957,64.86016742541167,17019.645447858507,21.85015470970393,17068.13560839706,16915.274391602936,16980.278000000002,16731.9105
2022-12-04 20:00:00,17077.6,17117.0,17061.6,17080.6,6898.086,64.46570967384613,65.2180937066512,17030.728093702415,25.572123284160625,17080.563036628522,16916.866963371478,16982.984,16734.444000000003
2022-12-04 21:00:00,17080.7,17113.9,17066.2,17101.8,4900.494,63.26815898285718,67.7202976882165,17043.650258483794,29.887943411908054,17097.007874803545,16914.662125196453,16985.433999999997,16737.001
2022-12-04 22:00:00,17101.9,17127.2,17067.9,17094.7,5718.978,62.98471905551019,66.00763946838518,17052.93202966856,32.36229885772627,17109.241776339935,16915.358223660063,16986.917999999998,16739.6655
2022-12-04 23:00:00,17094.6,17206.2,17072.7,17099.5,20413.221,68.02152483725946,66.62221731237113,17061.398933365184,34.31500128555854,17119.526239475188,16919.843760524815,16988.847999999998,16742.631
2022-12-05 00:00:00,17099.5,17259.8,17068.0,17205.8,34217.987,76.86284449174089,76.67835912495669,17087.65367275333,43.93361428416756,17158.019763689885,16902.00023631012,16992.256,16746.155
2022-12-05 01:00:00,17205.8,17282.7,17187.7,17256.9,16254.137,78.15835559947368,79.82507890597617,17118.425732252726,55.045249946506374,17203.57633159611,16881.12366840389,16995.734,16749.8835
2022-12-05 02:00:00,17256.9,17340.0,17227.2,17235.0,20046.562,80.63275877093979,75.1454688729261,17139.62105366132,61.376642560058826,17234.306948402194,16874.523051597807,16999.61,16753.703999999998
2022-12-05 03:00:00,17235.0,17268.0,17180.0,17190.1,15769.773,81.15899028730122,66.53358541275884,17148.799043904717,62.05592004862774,17250.93717637251,16878.112823627493,17002.58,16757.251
2022-12-05 04:00:00,17190.1,17430.0,17185.2,17346.0,37051.899,92.84763383820822,76.57280729686117,17184.65376319477,74.31739477558222,17302.32830500229,16860.721694997712,17009.074,16761.5225
2022-12-05 05:00:00,17346.0,17400.0,17294.0,17329.7,52619.274,93.78708856405049,74.07093651961537,17211.02580625026,81.77675651578465,17339.927590868705,16856.8824091313,17015.422,16765.6375
2022-12-05 06:00:00,17329.7,17336.5,17275.5,17298.9,10515.837,91.44515366661832,69.45318792017865,17227.00293238658,84.232076893255,17365.20293512394,16862.027064876056,17021.258,16770.0375
2022-12-05 07:00:00,17299.0,17355.9,17286.0,17303.7,13257.666,89.90621411900283,69.76949077854219,17240.947853770835,85.57875722439348,17382.97450491782,16880.785495082175,17027.242000000002,16774.31
2022-12-05 08:00:00,17303.7,17378.3,17291.3,17349.1,20731.572,89.6986273962169,72.65375007341154,17260.611880357956,89.2802445809939,17405.460990852178,16898.119009147824,17034.824,16778.772999999997
2022-12-05 09:00:00,17349.2,17353.3,17270.1,17294.2,16771.765,89.2344397250586,64.62429896467815,17266.718811201965,86.78334442356208,17410.648103712363,16928.39189628763,17041.613999999998,16782.867
2022-12-05 10:00:00,17294.3,17318.4,17272.2,17289.0,8360.463,86.16055117326876,63.903903627407345,17270.76993643797,83.42328481960794,17417.11074223307,16950.949257766926,17048.602,16786.711499999998
2022-12-05 11:00:00,17288.9,17306.5,17275.0,17302.2,8394.429,82.25622608946385,64.97136825511558,17276.484493449247,80.89305823736868,17424.07794270225,16971.982057297748,17055.244000000002,16790.6225
2022-12-05 12:00:00,17302.2,17302.2,17218.5,17247.0,18092.908,82.35935279735934,57.335371796326285,17271.123676458476,73.58540996652664,17418.937296736116,17001.22270326388,17061.078,16794.074500000002
2022-12-05 13:00:00,17246.9,17276.1,17201.0,17223.5,14977.465,81.84082759754786,54.403890476773874,17262.464826193296,65.1468204669618,17413.56419283965,17024.51580716035,17066.778000000002,16797.5405
2022-12-05 14:00:00,17223.4,17229.3,17161.2,17198.3,22344.03,80.85933991200862,51.3707154335032,17250.798494158153,55.78271962864528,17406.10416847082,17046.25583152918,17071.588,16800.7965
2022-12-05 15:00:00,17198.2,17198.2,17010.0,17073.8,62401.558,88.53367277543653,39.618514713776975,17218.61694976576,37.87884894758827,17406.548277572416,17045.431722427587,17074.156000000003,16803.395999999997
2022-12-05 16:00:00,17073.8,17095.1,16967.2,17035.7,24910.25,91.34555329147663,36.840887386311444,17185.359322535624,20.380615804908302,17412.412797729015,17035.077202270983,17076.092,16805.961499999998
2022-12-05 17:00:00,17035.7,17078.0,16990.0,17047.3,16908.352,91.1065851992283,38.260138150157196,17160.257627529147,7.364272279392026,17418.043568133147,17023.996431866854,17077.962,16808.629
2022-12-05 18:00:00,17047.3,17124.6,17025.0,17040.0,19592.413,91.71325768499761,37.686213112931256,17138.39260434203,-3.499977175408276,17423.59127145783,17012.978728542163,17079.824,16811.1535
2022-12-05 19:00:00,17040.1,17052.1,16860.6,16919.5,46387.862,98.84088213606921,29.752435400678436,17098.593949007114,-21.58450336164242,17447.736641009065,16970.833358990927,17078.936,16813.029
2022-12-05 20:00:00,16919.5,16939.8,16892.2,16930.7,12477.346,95.18081912634987,31.202168116590613,17068.067776460364,-34.61386714445689,17463.152638055748,16927.90736194425,17078.314,16814.9255
2022-12-05 21:00:00,16930.8,16967.9,16922.9,16964.8,9269.888,91.59647490303917,35.56247031368048,17049.291817103935,-41.70737019772423,17464.93673127165,16896.91326872835,17078.704,16817.096999999998
2022-12-05 22:00:00,16964.8,16967.2,16922.6,16937.3,8560.919,88.23958383853652,33.707117727829754,17028.929668539582,-48.98339258763008,17467.80516962685,16864.274830373153,17078.897999999997,16819.128
2022-12-05 23:00:00,16937.4,16981.1,16912.0,16958.3,10047.035,86.87247070721239,36.434387223199195,17016.087910623293,-52.45055095479256,17469.156704726676,16839.743295273325,17079.234,16821.088499999998
2022-12-06 00:00:00,16958.2,17037.0,16957.8,17035.0,14214.701,86.32443708526868,45.28771878072466,17019.526472328147,-48.45073997801228,17444.822343087137,16832.977656912866,17082.04,16823.6095
2022-12-06 01:00:00,17035.0,17094.6,17017.3,17022.4,19106.514,85.67983443632087,44.19865476941663,17020.048931904847,-45.7699679594225,17420.3138218521,16826.75617814789,17084.898,16826.103
2022-12-06 02:00:00,17022.4,17072.6,17004.3,17024.9,12056.698,84.43841769086933,44.483918079039256,17020.930944285785,-42.94862272594037,17398.144044429628,16821.52595557037,17086.588,16828.447
2022-12-06 03:00:00,17024.9,17050.4,16990.2,16995.4,8475.295,82.70710214152157,41.77037739356861,17016.288954415642,-42.602000417937234,17372.401946176233,16816.43805382377,17087.307999999997,16830.6895
2022-12-06 04:00:00,16995.4,17006.1,16957.6,16994.9,10900.288,80.26373770284147,41.723920401722445,17012.400053612797,-41.8848233912322,17331.715591311106,16821.704408688893,17087.898,16832.912
2022-12-06 05:00:00,16995.0,17000.6,16955.1,16967.6,7283.394,77.78061358120992,39.16277923624237,17004.25458931956,-43.02339041143205,17298.87904486167,16821.88095513833,17088.214,16834.9025
2022-12-06 06:00:00,16967.6,17013.6,16949.1,16993.7,8549.089,76.83199832540922,42.779089751801,17002.33557307964,-41.34308377014895,17261.12740590725,16830.102594092754,17088.102,16837.043999999998
2022-12-06 07:00:00,16993.8,17010.3,16980.7,16993.6,6540.632,73.45828415930846,42.768599991642255,17000.747287065158,-39.56343516207926,17211.478124800506,16848.891875199497,17087.772,16839.898999999998
2022-12-06 08:00:00,16993.7,17034.7,16960.7,17024.4,14663.052,73.49697814792928,47.07331232062974,17005.047780326036,-35.26127815960717,17170.635453554976,16867.474546445024,17088.386000000002,16842.838499999998
2022-12-06 09:00:00,17024.3,17027.0,16963.0,16964.3,11247.157,72.81862256593433,40.64847085532409,16997.639092994028,-36.28310639801566,17126.697064244087,16885.492935755916,17087.914,16846.9845
2022-12-06 10:00:00,16964.4,16976.6,16930.3,16958.7,14901.684,70.92443523979611,40.099281031367745,16990.559257904206,-37.11692503040831,17077.968927158694,16910.26107284131,17086.968,16851.231499999998
2022-12-06 11:00:00,16958.8,16983.2,16899.9,16974.6,16827.642,71.8084041512392,42.475702006571275,16987.657574648896,-36.07884076769551,17064.91318041595,16913.396819584046,17086.618000000002,16855.26
2022-12-06 12:00:00,16974.6,17013.6,16967.5,16986.6,12179.456,69.97208956900774,44.27262206348337,16987.465288349096,-33.89710704884419,17059.385706985184,16914.014293014818,17086.456,16859.1865
2022-12-06 13:00:00,16986.7,17023.3,16966.0,16976.3,12307.074,69.06694031407856,43.030137992424926,16985.435235921985,-32.62313211756555,17050.380662646865,16915.919337353138,17087.214,16863.303
2022-12-06 14:00:00,16976.2,17007.1,16950.3,16962.2,17559.369,68.19073029164433,41.32056212732355,16981.210647572534,-32.37801634955031,17041.71662174611,16916.803378253888,17087.44,16867.0855
2022-12-06 15:00:00,16962.2,17014.8,16920.0,16974.9,26978.523,70.09139241366968,43.498014383105335,16980.0632571048,-30.803888424758043,17038.241105663707,16925.81889433629,17088.146,16870.8845
2022-12-06 16:00:00,16974.9,17010.0,16961.0,16977.1,13004.128,68.58486438412184,43.88646335936731,16979.524483085745,-29.044057276561944,17035.49749260654,16933.202507393456,17087.712,16874.6405
2022-12-06 17:00:00,16977.1,16994.9,16936.2,16952.4,11764.696,67.87880264239891,40.51839096741312,16974.592758888335,-29.30465615160574,17036.096481645574,16931.363518354425,17086.316000000003,16878.36
2022-12-06 18:00:00,16952.4,16989.6,16901.6,16965.3,21173.216,69.3160310250847,42.97965450662119,16972.903166363183,-28.14581303488012,17033.824890901775,16936.43510909822,17085.502,16882.246
2022-12-06 19:00:00,16965.3,16977.9,16917.8,16964.1,10471.913,68.65774309472167,42.8022282019751,16971.302590660784,-27.01286400571189,17033.53796338101,16937.302036618992,17083.898,16886.0415
2022-12-06 20:00:00,16964.1,16990.0,16946.3,16984.5,10165.056,66.87504715938447,46.82130553924915,16973.70211963155,-24.19003654404878,17025.302191606337,16940.487808393664,17082.478,16890.0735
